pasta,origem,destino,motivo
7891025122050,7891025122050_10A.jpg,7891025122050_10.jpg,padronizacao_nome
7891025122050,7891025122050_10B.jpg,7891025122050_11.jpg,ajuste_para_evitar_duplicidade
7891025122050,7891025122050_10C.jpg,7891025122050_12.jpg,ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade
7891025122050,7891025122050_11.jpg,7891025122050_13.jpg,ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade
7891025122050,7891025122050_Para Mundo Danone 1.jpg,7891025122050_14.jpg,ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade
7891025122050,7891025122050_Para Mundo Danone 2.jpg,7891025122050_15.jpg,ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade;ajuste_para_evitar_duplicidade
7891025122081,7891025122081-Nutridrink_Protein_Senior_P_Frutas_Vermelhas_Lt_750G_-(1).jpg,7891025122081_1.jpg,padronizacao_nome
7891025122098,7891025122098-Nutridrink_Protein_Senior_P_Frutas_Vermelhas_Lt_380G_-(1).jpg,7891025122098_1.jpg,padronizacao_nome
7891025122425,7891025122425-Nutri_Enteral_1_5_Baunilha_Danone_1L-(1).jpg,7891025122425_1.jpg,padronizacao_nome
7891025123156,7891025123156_0.png,7891025123156_1.png,pos_inferida_por_ordem
7891025123156,7891025123156_1.png,7891025123156_2.png,ajuste_para_evitar_duplicidade
7891025123156,7891025123156_2.png,7891025123156_3.png,ajuste_para_evitar_duplicidade
7891025123156,7891025123156_3.png,7891025123156_4.png,ajuste_para_evitar_duplicidade
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(1).jpg,7891025123323_1.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(2).jpg,7891025123323_2.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(3).jpg,7891025123323_3.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(4).jpg,7891025123323_4.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(5).jpg,7891025123323_5.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(6).jpg,7891025123323_6.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(7).jpg,7891025123323_7.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(8).jpg,7891025123323_8.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(9).jpg,7891025123323_9.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(10).jpg,7891025123323_10.jpg,padronizacao_nome
7891025123323,7891025123323-Iogurte_L_quido_YoPRO_25g_de_Prote_nas_Morango_250g-(11).jpg,7891025123323_11.jpg,padronizacao_nome
7891025123460,7891025123460_01.jpg,7891025123460_1.jpg,padronizacao_nome
7891025123781,7891025123781-Bebida_L_ctea_Paulista_Morango_800g-(1).jpg,7891025123781_1.jpg,padronizacao_nome
7891025123798,7891025123798-Bebida_L_ctea_Paulista_Mix_de_Frutas_800g-(1).jpg,7891025123798_1.jpg,padronizacao_nome
7891025123927,7891025123927 Nutri R 2.0 Bau TP 1000ml.png,7891025123927_1000.png,padronizacao_nome
7891025124047,7891025124047-Activia_Zero_L_quido_Ameixa_750g__50g-(1).jpg,7891025124047_1.jpg,padronizacao_nome
7891025124054,7891025124054-Activia_Zero_L_quido_Morango_750g__50g-(1).jpg,7891025124054_1.jpg,padronizacao_nome
7891025124108,7891025124108-Activia_L_quido_Aveia_750g__50g-(1).jpg,7891025124108_1.jpg,padronizacao_nome
7891025124122,7891025124122-Activia_L_quido_Ameixa_750g__50g-(1).jpg,7891025124122_1.jpg,padronizacao_nome
7891025124139,7891025124139-Activia_L_quido_Morango_750g__50g-(1).jpg,7891025124139_1.jpg,padronizacao_nome
7891025124184,7891025124184-Iogurte_L_quido_Zero_Lactose_Corpus_Amora_e_Maracuj_800g-(1).jpg,7891025124184_1.jpg,padronizacao_nome
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(1).jpg,7891025124214_1.jpg,padronizacao_nome
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(2) imgsecundaria.jpg,7891025124214_2.jpg,padronizacao_nome
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(2).jpg,7891025124214_3.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(3).jpg,7891025124214_4.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(4).jpg,7891025124214_5.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(5).jpg,7891025124214_6.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(6).jpg,7891025124214_7.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(7).jpg,7891025124214_8.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(8).jpg,7891025124214_9.jpg,ajuste_para_evitar_duplicidade
7891025124214,7891025124214-Iogurte_L_quido_YoPRO_15g_de_Prote_nas_Doce_de_Leite_Havanna_500g-(9).jpg,7891025124214_10.jpg,ajuste_para_evitar_duplicidade
7891025124535,7891025124535_01.jpg,7891025124535_1.jpg,padronizacao_nome
7891025124535,7891025124535_02.jpg,7891025124535_2.jpg,padronizacao_nome
7891025124535,7891025124535_03.jpg,7891025124535_3.jpg,padronizacao_nome
7891025124542,7891025124542_01.jpg,7891025124542_1.jpg,padronizacao_nome
7891025124542,7891025124542_02.jpg,7891025124542_2.jpg,padronizacao_nome
7891025124542,7891025124542_03.jpg,7891025124542_3.jpg,padronizacao_nome
7891025124634,7891025124634-Danoninho_Bom_Dia_Banana_com_Aveia_90g-(1).jpg,7891025124634_1.jpg,padronizacao_nome
7891025124641,7891025124641-Danoninho_Bom_Dia_Morango_com_Aveia_90g-(1).jpg,7891025124641_1.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(1).jpg,7891025124795_1.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(2).jpg,7891025124795_2.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(3).jpg,7891025124795_3.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(4).jpg,7891025124795_4.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(5).jpg,7891025124795_5.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(6).jpg,7891025124795_6.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(7).jpg,7891025124795_7.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(8).jpg,7891025124795_8.jpg,padronizacao_nome
7891025124795,7891025124795-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Baunilha_15g_de_prote_nas_250ml-(9).jpg,7891025124795_9.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(1).jpg,7891025124825_1.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(2).jpg,7891025124825_2.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(3).jpg,7891025124825_3.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(4).jpg,7891025124825_4.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(5).jpg,7891025124825_5.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(6).jpg,7891025124825_6.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(7).jpg,7891025124825_7.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(8).jpg,7891025124825_8.jpg,padronizacao_nome
7891025124825,7891025124825-Caixa_com_12_unidades_YoPRO_Bebida_L_ctea_UHT_Banana_15g_de_prote_nas_250ml-(9).jpg,7891025124825_9.jpg,padronizacao_nome
7891025699989,7891025699989-Nutrison_Danone_1L-(1).jpg,7891025699989_1.jpg,padronizacao_nome
7891025699989,7891025699989-Nutrison_Danone_1L-(2).jpg,7891025699989_2.jpg,padronizacao_nome
8716900554971,8716900554988_1.jpg,8716900554971_1.jpg,padronizacao_nome
8716900554971,8716900554988_2.jpg,8716900554971_2.jpg,padronizacao_nome
8716900554971,8716900554988_3.jpg,8716900554971_3.jpg,padronizacao_nome
8716900554971,8716900554988_4.jpg,8716900554971_4.jpg,padronizacao_nome
8716900554971,8716900554988_5.jpg,8716900554971_5.jpg,padronizacao_nome
8716900554971,8716900554988_6.jpg,8716900554971_6.jpg,padronizacao_nome
8716900554971,8716900554988_7.jpg,8716900554971_7.jpg,padronizacao_nome
8716900554971,8716900554988_8.jpg,8716900554971_8.jpg,padronizacao_nome
8716900554971,8716900554988_9.jpg,8716900554971_9.jpg,padronizacao_nome
8716900554971,8716900554988_10.jpg,8716900554971_10.jpg,padronizacao_nome
8716900554971,8716900554988_11.jpg,8716900554971_11.jpg,padronizacao_nome
